SMILES,docking score,Heavy_Atoms,Ligand_Efficiency
Fc1ccc(c(F)c1F)[C@H]2CCOC2,-7.082,14,-0.5058571428571429
c1cc(F)ccc1-c(nc2SC)c([nH]2)C(=O)[C@@H](O)c3ccccc3,-7.081,24,-0.2950416666666667
C1COCCC1n(nc2C)cc2-c(n3)[nH]c(c34)c(ccn4)Cc5ccc(Cl)cc5,-7.079,29,-0.24410344827586206
N#Cc1cccc(c1)Cn2cc(cn2)Nc3ccc(C(F)(F)F)cc3,-7.077,25,-0.28308
CC(C)NC(=O)C[C@@H]([NH3+])Cc(c[nH]1)c(c12)cccc2,-7.077,19,-0.3724736842105263
c1ccccc1[C@](C)(O)C(=O)Nc2ccc(cc2)-c(cs3)c(c34)c(N)ncn4,-7.076,28,-0.2527142857142857
c1ccccc1[C@@H]2C[C@H]2Nc(c[nH+]3)n(c34)CCC4,-7.076,18,-0.3931111111111111
F[C@H](C1)CCN1C(=O)[C@@H](C)Nc(n2)[nH]c(=O)c(c23)cnn3C(=O)Cc4ccc(Cl)cn4,-7.075,31,-0.22822580645161292
[NH3+]CCCc1cc(F)c(F)c(F)c1,-7.074,13,-0.5441538461538461
CC[C@@H]([C@H](C)O)c1cccc(F)c1,-7.073,13,-0.5440769230769231
FC(F)(F)c1cc(ccc1Cl)NN[C@@H]2C[C@H]2c3ccccc3,-7.072,22,-0.32145454545454544
O[C@@H]1CC[N@H+](CC1)[C@@H]2OC[C@@H](O)[C@H]2O,-7.07,14,-0.505
CC[NH+](CC)CC(=O)Nc1ccc(C(F)(F)F)cc1NCCc2ccc(O)cc2,-7.07,29,-0.24379310344827587
c1cccc(c12)n(C)cc2C(=O)C(=O)CC#N,-7.07,17,-0.4158823529411765
c1cc(F)ccc1C(=O)Nc(ccc2C)cc2Oc(cc3)cc(c34)CC(=O)N4,-7.069,28,-0.2524642857142857
CC(=O)c1ccnc(n1)N(C)C,-7.068,12,-0.589
CCOC(=O)C(=O)C(=O)c(cn1)cc(c12)c[nH]n2,-7.068,18,-0.39266666666666666
n1c(N)[nH]c(=O)c(c12)N(C)CN2Nc3cnn(c3)Cc4cccc(C#N)c4,-7.066,27,-0.2617037037037037
N#Cc(c1)cccc1CCc(cc2)c(C)c(c23)cc(C#N)n3C[C@H]4CNC(=O)CO4,-7.065,30,-0.23550000000000001
Nc1ccc(cn1)C#Cc2cccc(c2)C(=O)N3CCC[C@H]3C(F)(F)F,-7.064,26,-0.2716923076923077
C1CCc(c12)c(C[NH3+])nn2N3CCC(O)CC3,-7.063,17,-0.4154705882352941
c1cc(C)cc(c12)c(c[nH]2)Cc(c3)nc(n34)sc5c4ccc(c5)OCCN6CCOCC6,-7.061,32,-0.22065625
c1cc([O-])ccc1\C=C(\C#N)C(=O)NCCc2cscn2,-7.061,21,-0.3362380952380952
n1c[nH]c(=O)c(c12)ncn2C(CO)(CO)CO,-7.059,17,-0.4152352941176471
c1cc(Cl)ccc1[C@H](C)Nc(n2)[nH]c(=O)c(c23)cnn3-n(c(n4)-c5cscn5)c(c46)cccc6,-7.055,34,-0.2075
CCNC(=O)c(c1)c(C)c(n12)c(ncn2)Nc3cc(C(=O)CCO)ccc3C,-7.054,28,-0.25192857142857145
Nc1ncccc1-c(cn2)cc(c23)cc[nH]3,-7.053,16,-0.4408125
Oc(c1)c(O)ccc1C(=O)Cc2cccc(c2)C#Cc3cccnc3,-7.053,25,-0.28212
OCC(C)(C)c(c[nH]1)c(c12)cccc2,-7.051,14,-0.5036428571428572
CNC(=O)c1cnc(N)c(c1)Cc2ccc(C#N)cn2,-7.051,20,-0.35255000000000003
c1cccc(c12)CCN2N3CC[NH2+]CC3,-7.049,15,-0.46993333333333337
c1ccoc1CNc(c(c23)cccc3)nc(n2)-c4cn[nH]c4,-7.048,22,-0.32036363636363635
Cn1c(=O)n(C)c(c12)ccc(c2)Nc3ccc(cc3)CCC=O,-7.047,23,-0.3063913043478261
C1CCc(c12)c(C[NH3+])nn2N3CCC[C@H]3C(F)(F)F,-7.047,19,-0.3708947368421052
O=C1CO[C@H](CN1)Cc([nH]n2)c(c23)sc(c3)C(F)F,-7.046,19,-0.3708421052631579
C[NH+](C)CCCC(=O)Nc1ccc(cc1)C(=O)c(c2)nc(n23)cc(cc3)N4CC[C@H]([NH3+])C4,-7.043,32,-0.22009375
c1ccc(C(=O)N)c(c12)[n-]c(n2)S(=O)(=O)c(cc3)cc(c34)scn4,-7.039,24,-0.2932916666666667
c1cc(F)ccc1Cn(n2)c(cc2C(=O)[O-])C(=O)c3ccnn3-c(ccc4)c(c45)cccc5,-7.037,33,-0.21324242424242423
COc(cc1)cc(c12)c(c[nH]2)CC(=O)c(cc3)c(C)c(c34)c(=O)[nH]cn4,-7.036,26,-0.2706153846153846
n1[nH]cc(c12)cc(cc2)C(=O)C(=O)c3ccco3,-7.034,18,-0.3907777777777778
CO[C@@H]1CC[C@@H](C1)c2cc(n[nH]2)Nc3ccccn3,-7.033,19,-0.37015789473684213
[NH3+]CCCc(nc(Cl)n1)c(c12)cn[nH]2,-7.033,14,-0.5023571428571428
c1cc(Cl)cc(c12)c(c[nH]2)Cc(n3)nn(c34)c(N)nc(n4)NCCc5ccc(O)cc5,-7.03,31,-0.2267741935483871
Fc1ccc(C(F)(F)F)cc1NC(=O)Nc2ccc(cc2)OC[C@@H](O)COP(=O)([O-])[O-],-7.03,31,-0.2267741935483871
COc1ccc(cc1)C(=O)[C@@H](N)Cc(c[nH]2)c(c23)cccc3,-7.028,22,-0.31945454545454544
OCC=C1[C@H](O)C[C@@H](C[C@H]1O)Cc2ccc(O)cc2,-7.028,19,-0.3698947368421052
c1cccc(c12)c(c[nH]2)C[C@H](N)C(=O)c3ccc(F)c(F)c3F,-7.027,23,-0.3055217391304348
CSc1ccc(cc1)-c2ccc(C)n2CCN3CCOCC3,-7.027,22,-0.3194090909090909
C[NH+]1CCN(CC1)CC(=O)c2ccnn2-c3ccccc3F,-7.026,22,-0.31936363636363635
Cc1ccc(cc1)S(=O)(=O)c2nnc(s2)NC(=O)Cc3ccccc3,-7.026,25,-0.28104
CC(=O)N(CC1)CCC12SCC(=O)N2CCCCCC(=O)[O-],-7.025,22,-0.31931818181818183
FC(C1)CC12CN(C2)C(=O)[C@@H](C)Nc(n3)[nH]c(=O)c(c34)cnn4-c5c(Cl)cccc5Cl,-7.022,31,-0.22651612903225807
Nc1nccc(n1)Nc2ccc(O)c(c2)CC(=O)N(CC3)c(c34)cccc4,-7.019,27,-0.25996296296296295
C=CC(=O)C(=O)C[C@@H]([NH3+])Cc(c[nH]1)c(c12)cccc2,-7.015,19,-0.36921052631578943
C1COCCC12CCN(C2)C(=O)c3cnc(nc3)-c4ccnc(F)c4Cl,-7.014,26,-0.26976923076923076
CCN1C(=O)CN(C1=O)n2nc(C(C)(C)C)cc2NC(=O)N,-7.014,22,-0.31881818181818183
N#Cc1cccc(c1)CC(=O)c(c2)c(=[NH2+])oc(c23)c(O)ccc3,-7.014,23,-0.30495652173913046
O=S(=O)([O-])CCNC(=O)Cc1cccc(c1)OC(F)(F)F,-7.013,21,-0.33395238095238095
c1ccccc1C[C@H]([NH3+])CC(=O)C(=O)c(c2)oc(c23)cccc3,-7.012,23,-0.3048695652173913
COc1cc(OC)c(cc1Cl)[C@H]2CCOC2,-7.012,16,-0.43825
Nc1ncc(cn1)Oc2cccc(c2)CCNc3c[nH]nc3-c4cccnc4,-7.011,28,-0.25039285714285714
O[C@@H]1[C@H](O)CO[C@H]1C(=O)c2nc([nH]n2)Cc3ccccc3,-7.01,21,-0.3338095238095238
CC(C)OC1CN(C1)C(=O)N[C@H](CCCC2)c(c23)ccc(c3)N=O,-7.01,24,-0.2920833333333333
n1ccccc1CC(=O)c2nc(N3CC[C@@H](O)C3)nc(n2)-n4ccnc4,-7.01,26,-0.2696153846153846
CC(C)(O)CCc(ccc1)c(c12)cccc2,-7.009,16,-0.4380625
c1cccc(c12)n(C)cc2C(=O)Cc3ccccc3O,-7.009,20,-0.35045000000000004
CC(C)(C)c1cc(c(o1)C[NH3+])C(=O)CCNC(=O)/C(C#N)=C\c2ccc([O-])cc2,-7.008,29,-0.2416551724137931
CCOc1sc(S(=O)(=O)N)cc1Nc2cccc(F)c2,-7.007,20,-0.35035
[NH3+]C[C@@H]1CCCN1c(cc2NC(=O)C=C)ccc2C(=O)N3CCOCC3,-7.005,26,-0.26942307692307693
Cc1ccc(cc1C)CNc(ccc2)c(c23)cccn3,-7.004,20,-0.35019999999999996
Fc1ccc(c(F)c1)CNNc2cccc(Cl)c2,-7.004,18,-0.3891111111111111
c1cc(O)ccc1C[C@H]([NH+](C)C)CNC(=O)COCc2ccccc2,-7.004,25,-0.28015999999999996
n1cnc(N)c(c12)ncn2-c3cncnc3,-7.003,16,-0.4376875
c1cc(C)cc(c12)cc([nH]2)C(=O)CC(=O)Nc3ccncc3Cl,-7.003,23,-0.3044782608695652
Cc1ccc(cc1)-n2nc(C(C)(C)C)cc2N[C@H](C)C(=O)N3CC[C@H](F)C3,-7.003,27,-0.25937037037037036
CC(C)c(no1)c(c12)cc(cn2)C(=O)c3cccc(Cl)c3,-7.001,21,-0.3333809523809524
COc1ccc(cc1)Cc(c2)[nH+]c(n23)cc(cc3)N4CC[C@H]([NH3+])C4,-7.001,24,-0.29170833333333335
CC(C)(O)Cc(c(Cl)cc1)c(c12)OCO2,-6.999,15,-0.46659999999999996
N#Cc1cccc(c1)Cn2cc(cn2)Nc3cccc(c3)CO,-6.999,23,-0.30430434782608695
Clc1ccccc1C2C[NH2+]C2,-6.999,11,-0.6362727272727272
CNCc1ccccc1-n(cn2)c(c23)[nH]cnc3=O,-6.998,19,-0.3683157894736842
c1ccccc1CC(=O)Nc2nnc(s2)-c3nnn[n-]3,-6.997,20,-0.34985
[NH3+]CCC(=O)CC(=O)N1CCC[C@H]1C(F)(F)F,-6.997,17,-0.41158823529411764
O=C[C@@H](N)CCCCNc1cc(C(F)(F)c2ccc(F)cc2)nc(n1)N[C@H]3CC[C@H](O)CC3,-6.993,33,-0.2119090909090909
Cc1ccc(C(=O)N)cc1Nc(c(c23)cn(n3)C)nc(n2)-c4cccnc4,-6.992,27,-0.25896296296296295
c1cccc(c12)N(C)C(=O)[C@H](CO2)Nn3cc(F)c(=O)[nH]c3=O,-6.991,23,-0.3039565217391304
Cc1ccn(C)c(=O)c1NC[C@@H]([NH+](C)C)Cc2ccc(O)cc2,-6.988,23,-0.30382608695652175
CCc1cccc(CC)c1Nn(nc2)c(c23)nc([nH]c3=O)N[C@@H](C)c4ccc(Cl)cc4,-6.988,31,-0.2254193548387097
c1cccn(c12)c(cn2)C(=O)N3CCN(CC3)c(ncn4)c(c45)cc(s5)CC(F)F,-6.988,30,-0.23293333333333335
c1ccccc1-c(noc2C)c2NCCc3cccc(c3)Oc4cnc(N)nc4,-6.987,29,-0.24093103448275863
O=CCc(c[nH]1)c(c12)cccc2,-6.986,12,-0.5821666666666666
C[n+]1cc[n+](cc1)-c2ccc(cc2)Nc3nccc(n3)C(=O)CN,-6.984,24,-0.291
Cc1c(C#N)cccc1[C@@H](C)C(F)(F)F,-6.984,15,-0.4656
C[C@@H](O)CCn(c(=O)n1C)c(c12)cc(cc2)-n(c(=O)[nH]3)c(c34)cccc4,-6.983,26,-0.26857692307692305
COc1ccc(cc1)Nc2nccc(n2)C(=O)C,-6.982,18,-0.3878888888888889
O[C@H]1C[C@H](O)C[C@H](C1=C)c2cn[nH]c2-c3cccnc3,-6.98,20,-0.34900000000000003
Cc1ccn(C)c(=O)c1C(=O)C[C@@H]([NH3+])Cc(c[nH]2)c(c23)cccc3,-6.978,24,-0.29075
CC[C@H](C(=O)[O-])Cc1ccc(OC)c(c1)CNc2cccs2,-6.977,22,-0.31713636363636366
Fc1ccc(nc1C)C(=O)/C(C#N)=C\c(cc2)cc(c23)n[nH]c3,-6.976,23,-0.30330434782608695
