fragment
*c1cc(C(F)(F)c2ccc(F)cc2)nc(N[C@H]2CC[C@H](O)CC2)n1
*c1ccc(N2CCN(C)CC2)cc1
*c1nc(Nc2ccc(C(=O)NCCN3CCCCC3)cc2)ncc1F
*c1ccn2nc(NC(=O)C(C)C)nc2c1
*c1cnn2cc(-c3ccc(OC)cc3)cnc12
*Cc1ccccc1O
*c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1
*n1cc(Cn2cc(F)c(=O)[nH]c2=O)nn1
*c1cccc([C@@H](C)Nc2nc(C)nc3cc(OC)c(OC)cc23)c1
*n1nc(C(C)(C)C)cc1NC(=O)NCCO
*C(=O)CCCCCCCCCC
*c1n[nH]c(=O)c2cc(F)ccc12
*c1cccc(C2CCNCC2)c1
*n1nc(C(C)(C)C)cc1NC(N)=O
*c1nc2nc(NCCc3ccc(O)cc3)nc(N)n2n1
*c1[nH]c2cc(F)cc3c2c1CCNC3=O
*CC=C1C[C@@H](O)C[C@H](O)C1=C
*C(=O)CC[C@H](C)[C@H]1CC[C@H]2[C@H]3C(C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1C[C@H]3O
*c1nc(N2CCOCC2)nc(-n2ccnc2)n1
*c1nc(C)cs1
*C(=O)c1cnn2cc(C)c(-n3cnc(C)n3)nc12
*c1nc2cc(C(=O)O)ccc2n1[C@H]1C[C@@H](C)CC(C)(C)C1
*CCCN
*Nc1cc(CNC(=O)Nc2cccc(F)c2)ccc1C
*Nc1ccc(OCCC)c(-c2nc(CC)c(CC)c(=O)[nH]2)c1
*C(=O)c1ccc(C)c(Nc2nc(N3CCOCC3)nc(-n3ccnc3)n2)c1
*c1c[nH]nc1-c1cccnc1
*N1CCN(C(C)=O)CC1
*C(=O)c1ccc(-c2nc3cccc(C(N)=O)c3[nH]2)cc1
*N1CCOC1=O
*n1cnc(C)n1
*n1c[n+](C)c2c([S-])nc(N)nc21
*c1cccnc1N
*CC(=O)O
*Nc1ccc(-c2cccc3c(N)nccc23)cc1
*CC=C1CCC[C@]2(C)C([C@H](C)SCC(O)(CC)CC)=CC[C@@H]12
*c1c(C(=O)NC)cc(Br)cc1[N+](=O)[O-]
*c1ccc2nc(N)ncc2c1
*c1cc([C@H]2CC[C@@H](OC(=O)NC(C)C)C2)n[nH]1
*[C@@H]1CC[C@H](c2cc(Nc3ccccn3)[nH]n2)C1
*n1cc(C(=O)N[C@@H]2CCN(C3COC3)Cc3cc(-c4ccnc(Nc5cnn(C)c5)n4)ccc32)nn1
*c1cc(N2CCN(CCO)CC2)nc(C)n1
*c1c(C)oc2cc(OC(C)=O)c(CCC)cc2c1=O
*c1cn(C2CCOCC2)nc1C
*c1cc(Nc2ccc(C(=O)N3CCOCC3)c(NC(=O)C=C)c2)c(=O)n(C)c1
*C(=O)c1ccc(C)c(NC(=O)c2cnc(N[C@H](C)CC)s2)c1
*c1cc(Cl)cc(C)c1O[C@@H]1CNC[C@@H]1F
*c1cc(-c2ccc3occ(C)c3c2)c2nccnc2c1
*c1nccc(NC)n1
*c1nc(-c2cccnc2)nc2nn(C)cc12
*CCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O
*N1CCN(c2nnc(CF)s2)CC1
*c1cc(O)n2ncc(C(=O)N[C@@H](C)CO)c2n1
*[C@H]1CC[C@H](O)CC1
*c1ccnc(N)n1
*S(=O)(=O)c1ccc(N)cc1
*c1cccc(C(F)(F)F)c1
*C(F)(F)F
*CCC1CCN(C(=O)c2ccc(C(=O)N3CCC(CCN4CCCC4)CC3)cc2Nc2ccc(OCN3CCCC3)cc2)CC1
*n1ncc2c(=O)[nH]c(N[C@H](C)C(=O)N3CC[C@H](F)C3)nc21
*c1ccc(CC(=O)N2C[C@H](Oc3cc(C(=O)NC)cnc3N)C(F)(F)C2)cc1
*c1cccc(NC(=O)c2cc3c(F)ccc(C)c3[nH]2)c1
*C1CCCCCC1
*C(C)c1noc(=O)[nH]1
*c1nc2c(-c3c(C)n[nH]c3C)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1
*n1c(C2CCCCC2)nc(-c2nnn[nH]2)c1-c1ccc(F)c(Cl)c1
*c1cc(OC2CCOCC2)c2c(Nc3c(Cl)ccc4c3OCO4)ncnc2c1
*c1ccc(C(=O)Nc2cccc(-c3cn(C)c(=O)c(Nc4ccc(C(=O)N5CCN(C)CC5)cc4)n3)c2C)cc1
*C(=O)C[C@@H]1O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@@H](CC)CO)C1=O
*NCCCCCCOC(=O)c1[nH]c2cc(Cl)ccc2c1-c1c(-c2ccc(F)cc2)ncn1Cc1ccc(Cl)cc1
*C(=O)Cc1ccc(Cl)cn1
*CCCOC(=O)Nc1ccncc1
*CCNC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(C)cc1
*[C@H]1C[C@H](OP(=O)(O)O)[C@@H](CO)O1
*n1c(-c2cccs2)nc2c(N)nc(C#CCCCC)nc21
*Nc1nnc(N2CCC(Oc3nnc(NC(C)=O)s3)CC2)s1
*C(=O)c1ccc2cccc(O)c2n1
*c1c[nH]c(=O)c(NC(=O)c2ccc(N3CCCCC3)cc2)c1
*c1c(-c2cccc(C)n2)nn2c1CCC2
*CCCNCc1cccnc1
*c1nc2c(N3CCN(C)CC3)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1
*N1CCN(C(=O)C2CC2)CC1
*[C@@H](CC)CO
*c1cc(-c2c(C)ccn(C)c2=O)cnc1Cl
*n1c(N2CC3(CNC3)C2)nc2c(N3CCN(C)CC3)cc(Cl)cc21
*C(=O)c1cn(C)c2ccc(-c3ccn4nc(NC(=O)C(C)C)nc4c3)cc12
*C1CCN(S(=O)(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)c2cc4c(cc2Cl)NC(=O)C4)C3)CC1
*c1ccc(-c2cnc3c(-c4cccc5ncccc45)cnn3c2)cc1
*C(=O)c1ccc(-c2nc3nccc(-c4cccc(NC(=O)c5ccc(C(C)(C)C)cc5)c4C)c3[nH]2)cc1
*C(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(-c2cc(F)c(F)c(F)c2)cc1
*n1ncc2c(=O)[nH]c(N[C@@H](C)c3ccc(Cl)cc3)nc21
*c1cc(C)nc2ncnn12
*c1nc2nc(C(=O)[O-])nc(N[C@H](C)C3CC3)c2n1Cc1ccc(Cl)cc1
*CC(=O)c1ccc(SC)cc1
*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)CC1
*CCOc1ccc(C[C@H](OCC)C(=O)[O-])cc1
*C(=O)CN(CC)CC
*CCNC(=O)C(C#N)=Cc1ccc(O)cc1
*O[C@H](COC(=O)CC)CO[P@](=O)([O-])OCCN
*Cc1ncccn1
*c1ncnc(-c2cccnc2Nc2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2C)n1
*CCC=CCC=CCCC(=O)O
*c1ccc2nccnc2c1
*[C@H](C)c1cccc2ccccc12
*c1nc(N)n2nc(-c3ccco3)nc2n1
*C(=O)c1ccc(C)c(Nc2nc(-c3cncnc3)nc3c2cnn3C)c1
*Nc1cccc(-c2cn3ccnc3c(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)n2)c1
*c1c(C#N)c(N)nc(SCc2ncc[nH]2)c1C#N
*C(=O)c1ccc(S(C)(=O)=O)cc1Cl
*C(=O)c1sc(Nc2ccc(S(N)(=O)=O)cc2)nc1N
*Nc1ccccc1
*Nc1cnc(-n2nccn2)c(Cl)c1
*c1ccc2c(c1)c(NC(C)(C)c1ncc(C3CC3)cn1)cc(=O)n2C
*c1cc(O)n2ncc(C(=O)N[C@H]3CCCC[C@H]3C(=O)[O-])c2n1
*N1C[C@H]2CCCC[C@@H]2C[C@H]1CN[C@H](C=O)Cc1cnc[nH]1
*c1ncc(F)c(-c2cnc(C)n2C(C)C)n1
*c1nc(NC(C)=O)[nH]c1-c1ccc2nccnc2c1
*N1CC(=O)N(CC)C1=O
*NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
*[C@@H](COC(=O)CCC)CO[P@](=O)([O-])O[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@H]1O
*c1[nH]nc2cc(C(F)F)sc12
*c1sc(CC)nc1-c1cccc(C)c1
*N1CC2(COC2)C1
*CC1(CO)CC1
*C(=O)c1ccc(C)c(-c2ccc3nc(NC)ncc3c2)c1
*n1cc(F)c(=O)[nH]c1=O
*CCCC(N)=O
*[C@H](CC)C(=O)[O-]
*c1ccc(SC)cc1
*c1nc2c([nH]1)c(=O)n(CCC)c(=O)n2CCC
*c1cc(S(=O)(=O)N2CCN(CC)CC2)ccc1OCC
*C[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCC
*c1nc(Nc2cccc(Cl)c2)nc2ccccc12
*Nc1cccc(N2CCC(N(C)C)CC2)c1
*OCC(C)(C)[S@](=O)c1ccccc1
*[C@@H]1O[C@H](CO[P@@](=O)([O-])O[P@@](=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O
*Nc1ccc(C)c(Nc2ncccc2-c2ncnc(Nc3ccc(OC)cc3)n2)c1
*c1cnc2ccc(NCC3CC3)nn12
*CCC=CCCCCC
*c1ccc2ncccc2c1
*c1cccc2[nH]c(-c3n[nH]c4cc(-c5ccc(N)cc5OC)ccc34)nc12
*N1C(=O)Cc2cc(OC)c(OC(C)C)cc2[C@@H]1c1ccc(Cl)cc1
*n1cc2cccc(C(N)=O)c2n1
*Cc1cc(Cl)cc(C(=O)N[C@@H]2C[C@H]2c2ccccc2)c1
*N[C@]1(C(N)=O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
*Nc1cnn([C@@H](CCN(C)C)c2ccccc2)c1
*Nc1cnccc1C(=O)NC
*N[C@@H](C)C(=O)O
*NC(=O)CCC(=O)[O-]
*n1cnc2c(=O)[nH]cnc21
*c1nc2cc(NC(=O)c3cc(NC(=O)C=Cc4ccccc4)ccc3C)cnc2[nH]1
*c1ccc2c(C(=O)Nc3cnn([C@H](CCN(C)C)c4ccccc4)c3)n[nH]c2c1
*n1ncc2c(=O)nc(C[C@H](C)C(F)(F)F)[nH]c21
*N1CCN(C(=O)c2ccc3cc4c(nc3c2)CCCC4)CC1
*c1ccc2c(c1)n(C)c(=O)n2C
*c1cc2c([nH]1)CCNC2=O
*c1cc2ccc(OS(N)(=O)=O)cc2n1CCCCCCCCCC
*N1CCC(NC(=O)CN)CC1
*c1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2ccc(C)cc2)c2ccccc12
*N1CCO[C@@H]2CCC[C@H]21
*c1cnc2c(-c3cccc4ncccc34)cnn2c1
*CCCCCC
*Nc1ccc(CN2CCN(CC)CC2)c(C(F)(F)F)c1
*c1nc2cc(NC(=O)c3cccc([N+](=O)[O-])c3)ccc2o1
*[C@]1(c2ccc(Cl)cc2)c2c(F)cc(C(C)(C)O)cc2C(=O)N1Cc1ccc(Cl)cn1
*CCC=CCC=CCC
*C(=O)c1cccc(C(F)(F)F)c1
*c1nc2c(C3CCNCC3)cc(Cl)cc2n1Cc1cc(C)c(F)c(C)c1
*Nc1ccc(N2CCOCC2)cc1N1CCOCC1
*c1cccc(C(N)=NO)c1
*N1CCCC1
*[C@@H](C)C(=O)Nc1ccc(OC)cc1
*[C@@H]1O[C@H](CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](OP(=O)(O)O)[C@@H]2O)[C@@H](O)[C@H]1O
*CN1CCCC1
*c1ccc(F)cc1F
*N1C(=O)[C@H](CC(=O)O)O[C@@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1
*c1cnc(N)nc1
*NCCN
*N1CCC[C@H]1c1cccc(F)c1
*[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
*C(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2
*c1nnc(C)s1
*c1nc2c(N3CCN(C)CC3)cccc2[nH]1
*CCC=CCC=CCC=CCC=CCCC(=O)O
*CC(=O)Nc1ccc(OCCC)c(-c2nc(CC)c(CC)c(=O)[nH]2)c1
*CCC=CCC=CCC=CCCC(=O)O
*C(=O)c1nc2n(n1)[C@H](c1ccccc1)CC2
*c1ccc2c(c1)CC(=O)N2
*C(=O)[C@H](NC(=O)C(C)(C)C)c1ccc(-n2cccn2)cc1
*N1CCN(c2ncnc3sc(CC(F)(F)F)cc23)CC1
*c1cc(OCCN2CCN(C)CC2)cc2ncnc(Nc3c(Cl)ccc4c3OCO4)c12
*C(=O)c1cc(C(=O)O)nn1Cc1ccc(F)cc1
*C(=O)C(F)(F)F
*c1nc(-c2ccc([S@](C)=O)cc2)[nH]c1-c1ccncc1
*C[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCC
*c1ncnc2sc(CCC)cc12
*N1C(=O)C2(CCN(C(=O)c3ccc4[nH]ncc4c3)CC2)c2nc(OC)ccc21
*c1ncnc2cc(OC)c(OC)cc12
*c1ccc2nc[nH]c(=O)c2c1C
*C(C)C=CC[C@@H](C)C=C(C=C[C@H](O)[C@@H](C)CCC(=O)O)CC
*n1c(=O)[nH]c2ncccc21
*C(=O)CN1CCN(C)CC1
*c1nccc(-c2c[nH]nc2-c2cccnc2)n1
*c1ncnc2[nH]cc(-c3cccc(C#N)c3)c12
*n1cnc2cc(C(C)(C)C)ccc2c1=O
*n1ncc2ccc([C@]3(C#N)CC34CC4)cc21
*NCc1ccc(C)c(NC(=O)c2cnc3ccccn23)c1
*C(=O)OCc1ccccc1
*c1cc(Cl)cc(Cl)c1-c1nc(N)nc2c1CN(C(=O)NC1CCC1)C2
*c1cnccc1S(C)(=O)=O
*c1ccc(OS(N)(=O)=O)cc1
*n1ccc(=O)[nH]c1=O
*Nc1ccc(C(=O)N2CCC[C@@H](Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)C2)cc1
*N1[C@H]2CCN(CC(=O)O)[C@H]2[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)ccc12
*c1nn(-c2cccc(OC(F)(F)F)c2)ccc1=O
*C(=O)[C@H](Cc1ccc(OCc2csc(-c3ccc(Cl)cc3)n2)cc1C)OCC
*N1C(=O)Cc2cc(OCC)c(OCC)cc2[C@@H]1c1ccc(Cl)cc1
*CC(C)C
*C1C[C@@H](O)C[C@H](O)C1=C
*C(C)C
*C(=O)c1cnc2onc(C(C)C)c2c1
*N1C[C@@H](C)[C@H](c2nc3c(cnn3C(C)C)c(=O)[nH]2)C1
*C[C@H](C)CC=CC(C)=C[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)CC(C)=CC(=O)O
*CCOCCOCCOCCO
*NCCN(CC)CC
*CCCC(C)=CCCC(C)=CCO[P@](=O)(O)OP(=O)(O)O
*C(=O)[C@H](CC(C)C)NC(=O)NCc1cccc(C)c1C
*C(=O)CN(C)C
*c1ccc([C@@H](C)CN(C)C)cc1
*NCCSC(=O)CCC
*C(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1
*N[C@@H]1CCCCc2cc(-c3ccnc(Nc4cnn(C)c4)n3)ccc21
*NCCC(=O)NCCSC(=O)CCC
*Nc1ccc(Oc2ccncc2)cc1
*C(=O)c1ccc(Cc2cn(C)c3ccc(NC(=O)OC4CCCC4)cc23)c(OC)c1
*[C@H](COC(=O)CCCCCCCCCCCCCCCCC)CO[P@@](=O)([O-])OC[C@H](O)CO[P@](=O)([O-])OC[C@@H](COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCCC
*NCCSC(=O)CC(=O)O
*CC=C1CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O
*c1ccc([S@](C)=O)cc1
*c1cncc(-c2ccc(N3CCNCC3)cc2)c1
*C(=O)c1cccc(OC(F)(F)F)c1
*c1cc(NC(=O)c2ccc(C)c(C=Cn3cnc4c(NC5CC5)ncnc43)c2)cc(C(F)(F)F)c1
*c1ccc(OCCN2CCCCC2)cc1
*[C@@H](COC(=O)CCC)CO[P@](=O)([O-])O[C@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O
*c1ccc(N[C@@H](c2ccc(C(=O)NCCC(=O)O)cc2)C2CC(C)(C)C2)cn1
*Nc1nnc(N[C@@H]2CCN(c3nnc(N)s3)C2)s1
*c1ncc(Cl)cc1Cl
*N1C=CCC(C(N)=O)=C1
*N[C@@H]1C[C@H]1c1ccccc1
*c1ccc2ncc(-c3cccc(C(C)=O)c3)n2n1
*C(=O)[C@@H](NC(=O)OC(C)(C)C)c1ccc(-n2cccn2)cc1
*C(=O)c1cnn2cc(C)cnc12
*CCC=CCCCC(=O)O
*N1CCN(c2ncc(C(=O)OC)cn2)CC1
*c1n[nH]c2nc(Oc3ccc(F)cc3F)ncc12
*C1CCC[C@]2(C)C([C@H](C)SCC(O)(CC)CC)=CC[C@@H]12
*c1nc(N2CC[C@@H](O)C2)nc(-n2ccnc2)n1
*N1CCC2(CC1)SCC(=O)N2Cc1ccc(-c2cccc3ccccc23)o1
*CCCN(C)C
*C(=O)c1cnc(N2CCN(C(=O)c3ccc(-c4nc5cccc(C(N)=O)c5[nH]4)cc3)CC2)nc1
*[C@H]1C[C@@H](C)CC(C)(C)C1
*n1c(N2CCO[C@@H]3CCC[C@H]32)nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c21
*[C@@H](C(=O)NCc1ccccc1)c1c(C(=O)NO)[nH]c2cc(Cl)ccc12
*[C@H]1CC[C@H](CN(C)c2ccc(N3C(=O)Cc4cc(OC)c(OC(C)C)cc4[C@@H]3c3ccc(Cl)cc3)cc2)CC1
*c1cccc(NC(=O)c2ccc(C(C)(C)C)cc2)c1
*C1c2ccc(Cn3c(CCC)nc4c(C)cccc43)cc2COc2ccccc21
*CC(=C[C@H](C)CC=CC(C)=C[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)CC(C)=CC(=O)O)CC
*NCC(F)(F)F
*N1CCC2(CC1)C(=O)N(CC(=O)NCC(F)(F)F)c1ccc(F)c(F)c12
*C(=O)c1n[nH]c2cc(-c3cn[nH]c3)ccc12
*c1ccc(CNC(=O)c2sc(-c3ccc(C(F)(F)F)cc3)nc2C)cc1
*C(=O)N[C@H](C(=O)NO)c1ccc(-c2cnn(C)c2)cc1
*C(=O)c1csc(-c2cccc(NC(=O)Nc3ccccc3)c2)n1
*c1nnc(C)o1
*C(C#N)C(N)=O
*N[C@@H](C(=O)NO)c1ccc(-n2cccn2)cc1
*c1ccc(N)cc1OC
*C(C=C[C@H](O)[C@@H](C)CCC(=O)O)CC
*C(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
*C(=O)c1ccco1
*c1ccnc(NC(=O)CCc2cc(OC)ccc2OC)c1
*C(=O)NC(C)C
*N1C(=O)C=CC1=O
*CCCCCCNC(=O)CCC(=O)O
*Nc1ccc(-c2nc3cc(C)ccc3o2)cc1
*c1ccc(NC(=O)N=c2cc(C(C)(C)C)[nH]n2-c2cccc(F)c2)cc1
*Nc1ccc(F)cc1
*n1nc(Cc2cccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c2)c2c(N)ncnc21
*c1ncc(-c2cnnc3cc(OC)c(OC)cc23)cc1C
*c1cc(Nc2cnccc2S(C)(=O)=O)cc2nccnc12
*C(=O)[C@@H](C(C)C)N(CC(C)C)S(=O)(=O)c1ccc(F)c(OC)c1
*n1c(N2CCNCC2)nc2c(N3CCC[C@H]3CN)cc(Cl)cc21
*[C@@H]1O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]1F
*c1nc2cc(C)ccc2o1
*c1ccc2c(c1)nc(Nc1ccc(C(F)(F)F)cc1)n2C
*CCC=CCCCCCCCC(=O)O
*S(=O)(=O)Nc1cccc(Oc2ccc(F)cc2)c1
*C(=O)[C@@H](CC(C)C)NC(=O)NCc1ccc(F)cc1F
*c1nc(N[C@H](C)C2CC2)c2ccccc2n1
*CCC=CCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O
*Cc1cc(NC(=O)c2ccc(C(C)C)c(C#Cc3cnc4cnccn34)c2)cc(C(F)(F)F)c1
*N1CCNC(=O)C1
*C(=O)C(C#N)=Cc1ccc(O)cc1
*N1CCN(c2ncnc3sc(C(F)(F)C(F)(F)F)cc23)CC1
*c1cc(-c2cccc(O)c2)cnc1N
*Nc1cc(C(=O)NC)ccc1C
*C(=O)c1n[nH]c2c1CCC(C)(C)C2
*c1ncccc1C#N
*c1[nH]c(-c2ccc([S@](C)=O)cc2)nc1-c1ccc(F)cc1
*c1cccc(C)n1
*n1ncc2cc(Nc3c(F)cccc3Cl)c(COC)cc21
*C(=O)C(=O)OCC
*N1N=CC[C@H]1c1cc(F)cc(F)c1
*N1C(=O)[C@@](C)(Cc2ccc(C(=O)O)cn2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1
*N1CCC(Oc2nnc(NC(C)=O)s2)CC1
*Nc1cc(C(C)(C)C)nn1-c1cccc(C)c1
*c1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)[C@H]2c1ccc(Cl)cc1
*[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CC[C@@H]32)C1
*c1cccc(C(=O)Nc2ccc(N3CCOCC3)cc2N2CCOCC2)c1
*Nc1ccc2c(c1)c(Cc1ccc(C(=O)NS(=O)(=O)c3ccccc3C)cc1OC)cn2C
*n1cc(-c2cc(-c3cccc(C#N)c3C)nc(N)n2)nn1
*C[C@H](CSc1ccc(OCC(=O)[O-])c(C)c1)OCC
*N[C@H]1CCCc2cc(-c3ccnc4nc(-c5cn(C6CCOCC6)nc5C)[nH]c34)ccc21
*C(=O)CCCCCCCC=CCC=CCC=CCC
*C(=O)N1C(c2ccc(OC)cc2OC(C)C)=N[C@@H](c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1
*c1ccc2c(C(=O)Nc3cnn(Cc4cccc(C#N)c4)c3)n[nH]c2c1
*C[C@@H](CO[P@@](=O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCCCC
*OC[C@H](COP(=O)(O)O)OC(=O)CCCCCCCCCCCCCC
*C1=NCC(C)(C)S1
*Cc1cc(C(=O)Nc2cc(-n3cnc(C)c3)cc(C(F)(F)F)c2)ccc1C
*c1cc(-c2ccccc2)n(-c2ccc(Br)cc2)n1
*c1nccc(-c2c(-c3cccnc3)nn3c2COCC3)n1
*CCNC(=O)c1ccc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)cc1
*c1cc(NC(=O)c2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc(C(F)(F)F)c1
*n1c([C@H](OCC)C2CC2)nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c21
*CC=C1C[C@@H](O)CCC1=C
*NCCC(=O)NCCS
*c1cc(C(=O)Nc2cccc(Cl)c2)ccc1C
*N1CCC(CCN2CCCC2)CC1
*c1nc2ccccc2n1CC(=O)O
*[C@@H](CC(=O)NO)Cc1ccc2ccccc2c1
*c1ccc(NC(=O)Nc2cc(C(C)(C)C)nn2-c2cccc(C)c2)cc1
*CCCC
*n1c(C[C@@H](C#N)C(=O)NC)c(C#Cc2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2C)c2cncnc21
*c1ccc2n[nH]cc2c1
*CCC=CCC=CCC=CCC=CCC
*[C@@H](C)c1ccc(Cl)cc1
*c1cccc(O)c1
*n1c(-c2ccc3sccc3c2)nc2nc(C(=O)[O-])nc(N[C@H](C)C3CC3)c21
*c1nc2cc(C)c(C)cc2n1Cc1ccc(F)c(Cl)c1
*c1ccc(-n2cc(OC)c(=O)c(-c3ccnn3-c3ccccc3)n2)c(F)c1
*N1CC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CC1CC1
*C(=O)c1ccc(Nc2cc(-c3cccc(N4CCc5cc(N(C)C)ccc5C4=O)c3CO)cn(C)c2=O)nc1
*c1c(O)cc(O)cc1Oc1ccc([N+](=O)[O-])cc1
*c1cc2cnn(-c3csc(C(=O)NC)c3)c2cc1COC
*c1ccc(NC(=O)C2(C(=O)Nc3ccc(F)cc3)CC2)cc1F
*C(=O)c1ccc(F)c(Cl)c1
*c1ccc(Cl)cc1
*[C@H]1CN(C(=O)CC#N)CC[C@H]1C
